record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
hope,,,1,5,,5,,,1,FALSE,FALSE,FALSE,,,,0,11,,,2016-11-25,,"EP, LCCI Diploma, Msian.等好日子公布结果吗？等等等等，迈入第11个月。求好运。 很难过",2,1507653660000,1507653660000,6b21c770-d903-420a-8897-c6c87b5622b2,1
梦想 城镇,,,,,4000,,,,1,FALSE,TRUE,FALSE,,,,1,120,,1,2017-04-03,,全家申请，来新十年，sp准证，薪水4千，第一次申请，求好运。,0,1507578540000,1507578540000,c0d39e0b-0bb0-44d4-b040-453b4c0921d8,1
发哥,,,,,2450,1,,1,2,FALSE,TRUE,FALSE,,19,冷气安装员,1,,,,2016-10-15,2017-09-20,"Spass holder, 冷气安装员， 底薪$2450 + 佣金。与太太一起申请。太太diploma, 文员。朋友一家带小孩申请成功。",2,1507528800000,1507528800000,60311336-2763-4184-b8bd-f3c2adeaa6ca,1
小包子,,,2,1,5833,,,,1,FALSE,FALSE,FALSE,,6,老师,1,54,,,2017-02-06,2017-10-04,Spass 四年半后申请 老师 七个月通过 年薪七万左右 国内本科毕业 供参考。。。祝好运。。。。,1,1507160400000,1507160400000,068dd491-465e-4609-9524-6b33d4d17b8d,1
Elsie,,,3,1,,,,,1,FALSE,FALSE,FALSE,,,研究员,,6,,1,2017-03-02,2017-10-02,NUS本 canada master 工作6个月申请 更新：8月下旬补交父母工作经历 更新：10月2号approved。祝大家好运！,1,1507053060000,1507053060000,2d68dbfd-eba7-4d60-a444-9965f9a8ed68,1
candymonica,,,3,0,3000,1,,,1,FALSE,FALSE,FALSE,,,,,12,,1,2017-04-13,2017-10-02,国内本科 新加坡Master 工作一年 来新2年 第一份工3K+ 现在要换新工作5K+ 当陪跑群众,2,1506879420000,1506879420000,3507d98f-fdba-4c56-9734-89859fb928da,1
edny,,,2,1,,1,,,1,FALSE,FALSE,FALSE,,,,1,120,,1,2017-04-28,2017-09-20,13年大学毕业，14年来小新，第二份工拿S PASS，一年后申请PR. 历时四个月多通过～祝大家好运,1,1506751560000,1506751560000,9491c2b1-7d5d-4ab9-bea8-7dde4fd0b0e9,1
失去了,,0,2,1,4000,1,,0,1,FALSE,FALSE,FALSE,,,,1,96,,,2017-09-27,,SP 单身 来新加坡8年 底薪2468 月薪4000+ 国内自考本科加学位证书,0,1506546660000,1506546660000,903ee036-53d3-401c-8fde-e21e797b430f,1
Montanhas,,,1,0,,,,,1,FALSE,FALSE,FALSE,,,,,3,,1,2017-06-14,2017-09-18,政府中学中三中四后升入poly，工作3个月转正后申请pr，三个月就收到通过信了。另：现在申请pr不需要工作3个月或6个月后，移民厅的工作人员说有工作了就可以直接递交申请了。,1,1506509820000,1506509820000,059fba42-59b0-4b14-b38d-c191fb77db93,1
豆腐饭,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2016-12-14,,。。。。,1,1506276360000,1506276360000,61953b97-74c5-44ec-b728-b795d8ca3d4b,1
WQ,,,2,0,,,,,1,FALSE,FALSE,FALSE,,,,0,,,1,2017-02-06,2017-09-19,SM系列 NUS本科 现在EP 申请后等了6个月了还没消息 7月21补交父母资料 希望能顺利通过 9月19号IPA 希望大家都好运！,1,1506156540000,1506156540000,6710776c-9ef7-4b1b-b5ce-f31e14cc3994,1
Orange,29,1,1,5,2500,5,,1,1,FALSE,FALSE,FALSE,,4,Account Executive,1,108,,1,2016-12-16,2017-09-14,"马来西亚， 女， 29 岁已婚，自己个人申请没带老公，S pass, 来新大约9年，LCCI accounting , 职业：Account Executive , 薪水 2500 ，第一次申请，等了九个月终于批准。祝大家好运成功！",1,1506064380000,1506064380000,1f5a63e1-9065-4082-a1f6-3aeb7d8ad222,1
AllenSGSG,,,,,4000,,,,1,FALSE,FALSE,FALSE,,5,建筑行业,1,56,,1,2017-04-06,2017-09-22,申请时来新4年8个月，薪水4k+，建筑行业S pass，第一次申请，pending中 ； 9月22日查到结果，reject,2,1506054000000,1506054000000,2d6de405-7ac9-4b65-9a52-d672305d68ff,1
yutinnng,15,,1,0,,1,,,1,FALSE,FALSE,FALSE,,,,4,7,,,2017-01-10,2017-08-01,08年底来新，中学，ITE，Poly， 毕业工作7个月申请。希望各路神仙保佑，快快批下来。,1,1505697360000,1505697360000,9c24b7a5-5ca6-4d74-997d-7f3b5a6d890e,1
LJ,,,1,0,,1,,,1,FALSE,FALSE,FALSE,,10,IT,0,6,,,2017-05-08,2017-09-18,"poly+NTU, 工作半年申请",1,1505674620000,1505674620000,8e34917c-6a11-4cfe-a550-6a5a9b23c307,1
hk2017,35,1,,,,,,0,1,FALSE,FALSE,FALSE,,,,1,,,,2017-04-12,,sp 单身35,0,1505417400000,1505417400000,1be94b66-500f-4e57-b269-b2e04d463985,1
cwt0708,,,1,0,2700,,,,1,FALSE,FALSE,FALSE,,,独生女,,12,,,2017-01-05,2017-09-06,政府中学中三开始读O水准，poly毕业。工作一年多，月薪2.7K。独生女。七月被要求补交父母资料，历时八个月通过。,1,1505343660000,1505343660000,d8644a1f-45c3-4051-bfbe-e62cded5e832,1
anon,,,,,3000,,,,1,FALSE,TRUE,FALSE,1,,,,11,0,1,2017-01-01,2017-09-01,独生子女，父母公务员。工作不到一年，薪水3k，没交过税。带老婆(wp，薪水1k)一起申请。1月申请，只有一个月工资单。6月收到信要求补交父母材料。9月批准，历时8个月。(公立本科),1,1505340300000,1505340300000,fedb74d3-3b87-4140-9c5b-6d3ae56706b2,1
Underwood,42,,3,0,4500,1,0,1,1,FALSE,TRUE,FALSE,,13,R&D engineer,0,162,13,2,2017-03-31,2017-09-12,"NTU msc, 2010来新加坡，2014年第一次申请，R&D engineer薪水3600，3个月被拒。2017年3月结婚，老婆是pr，月底就去提交申请，老婆sponsor。4月初收到ica来信要求补交父母信息，随后6月底我换工作，加薪到4500，加上老婆公民批准，用email给ica更新了这两个信息，8月初status变成withdraw，过了一周变回pending，再过了一个多月到9月12号查询，变成approve。有配偶sponsor的话，确实比较容易，没有本地poly或者公立大学degree的同学可以借鉴一下，不然msc拿pr还是挺难的，什么义工，R&D，低于8000的薪水，都是浮云。",1,1505155080000,1505155080000,446860dc-f81f-4c4a-844d-9a040da3e917,1
Annie,,,,,10000,,,0,2,FALSE,TRUE,TRUE,,,,,,,,2017-03-10,2017-09-09,单身PR带收养的孩子申请，月薪加奖金大概１万新币吧，历时6个月通过，给需要的作个参考，也祝后面申请的网友好运！Good luck!,1,1505070240000,1505070240000,b8f65f4f-4cad-427c-aa48-6fc3e4f6c1fc,1
yeaujen,30,0,1,5,2000,5,0,,1,FALSE,FALSE,FALSE,,13,在实验室,1,,,,2017-01-04,2017-09-06,马来西亚男，90后，poly毕业，持s pass在实验室当小咖，月薪2k ××后记×× 批了！批了！苦等了8个月，终于批了...,1,1505113200000,1505113200000,087c058d-efca-460e-83a1-6522f8b06d3a,1
samsuen,,0,1,0,,,,,1,FALSE,FALSE,FALSE,,,,1,12,,1,2017-04-18,2017-09-07,男，10年来新读Olevel，11年回国1年，12年到15年NAFA毕业，SPass工作1年后申请，希望快点批保佑保佑！ 历时142天，4个半月，感恩，感觉本地学历是最重要的。以后再也不要再来这个网站了，祝大家一切顺利；好运相伴,1,1505006220000,1505006220000,ff7c85ab-cb30-48c3-b587-b17c8b5e0ab5,1
佳佳,,,,,,,,,1,FALSE,FALSE,FALSE,,,,0,120,,,2017-06-30,,来新10年，WP升SP升EP，下个目标是PR，希望老天眷顾,0,1504898400000,1504898400000,822a4fc9-560f-477d-97d6-c499871277c4,1
菲雨,,0,,,,,,0,1,FALSE,FALSE,FALSE,,,,1,24,,,2017-05-25,pending,单身 SP 来新2年,0,1504831260000,1504831260000,4826a760-715b-4385-b860-cfe37b5c03df,1
timy,35,,2,1,,,,,3,FALSE,TRUE,TRUE,,,,0,30,,,2017-01-10,2017-07-18,"35岁，EP, 985本科，来新2.5年，1个儿子，带老婆孩子申请。",1,1504829880000,1504829880000,2443db99-5487-4d41-a744-7d3d70f106c4,1
0,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2017-04-05,,TEST,0,1504837800000,1504837800000,f14cc2b1-0505-4bfa-bd64-0c75d47ab294,1
mimi,26,1,2,0,3000,1,0,0,1,FALSE,FALSE,FALSE,,13,IT,0,6,,1,2017-02-10,2017-09-08,女，26岁，未婚。 政府中学+poly+NTU。 制造业MNC， IT岗。工作半年首次申请， 月薪3000+。 5.30收到信，补交家庭父母职业资料。 九月八号批！等了快七个月了！祝大家好运！,1,1504806600000,1504806600000,e38cacf6-422a-4e8f-99fb-da7adf4d1f92,1
Sunddy,,,,,,,,,1,FALSE,FALSE,FALSE,,,,1,48,,,2017-03-31,2017-09-05,"sp,工作四年",2,1504691400000,1504691400000,8b82f219-3263-46fe-9e3e-d96ba83cec32,1
Yu,,,,,,,,1,2,FALSE,TRUE,TRUE,,,,,,,2,2017-04-03,2017-09-22,老公PR帮我和孩子申请，第一次等了9个月被拒。第2次带女儿再次申请，收到IPA letter，开心，祝大家好运。,1,1504564020000,1504564020000,06a93e16-55e6-45e8-8bbf-439033da0c82,1
wewe,,,,,,0,,,1,FALSE,FALSE,FALSE,,,,,120,,2,2017-07-24,,"新加坡十年,第二次申请,第一次在2016年,三个月reject .今年身边的人都批了,来试试 ,希望幸运之神能够眷顾我:)",0,1504547940000,1504547940000,b66a2f35-13fc-42b1-9937-6f8ebb2e7715,1
kitty,,,2,1,,,,,1,FALSE,FALSE,FALSE,,,,0,84,,4,2017-08-31,,国内211本科 来新7年 第四次申请 上次拒签是四月多 八月又在申请,0,1504310280000,1504310280000,c192ff9c-c2c0-4723-ba0c-e00078aa435c,1
Lychee,26,1,3,0,,1,,0,1,FALSE,FALSE,FALSE,,,,,19,,,2017-09-02,,26岁 女 single 来新3年半 国内985 新加坡master 加美帝一个master 工作1年7个月,0,1504327500000,1504327500000,6ab09a0d-2351-4ee9-bc92-b7e9d50569f0,1
Max,31,,3,0,4900,1,,0,1,FALSE,FALSE,FALSE,,6,研究,0,24,,1,2016-11-01,2017-08-31,"来新2年多申请, 等待10个月收到结果. 大学研究工作4.9k/month, 新加坡当地part-time硕士, 31岁, 初次申请即幸运通过. 也祝目前PR申请者好运.",1,1504260480000,1504260480000,8f293335-0c8c-433d-8436-f35e25cad264,1
Heron,31,,3,1,5000,1,0,0,1,FALSE,FALSE,FALSE,,15,Marketing manager,1,120,,2,2017-03-30,2017-06-08,2010年来新 2012工作，国内本科+私立硕士+公立兼职硕士在读（2018毕业）； 31岁；单身； SP;5K; Marketing manager 独生子女，父母情况 退休+已故 第二次申请，第一次在2015年，5周reject 第二次申请，人刚一出境系统就reject。。。10周,2,1503872340000,1503872340000,e473d000-f0bf-41ed-9809-d878ecf4312b,1
JBlang,32,,4,0,7000,1,0,0,1,FALSE,FALSE,FALSE,,,,0,108,,1,2017-02-22,2017-08-28,来新9年，博士生。32岁第一次申请。月薪7K++. 痴等六个月后刚刚renew EP 马上就批了 :),1,1503858960000,1503858960000,4e0d90e5-e0e7-4615-83a7-74439e7f7bb9,1
Ka,,,,8,,,,,1,FALSE,FALSE,FALSE,,10,IT,0,33,,,2017-03-18,2017-08-21,申請時 EP 快要3年 IT行業 非本地degree,1,1503907500000,1503907500000,45a224b6-ac45-4794-9d9e-f329808e646b,1
smavex,31,1,3,1,7800,1,0,0,1,FALSE,FALSE,FALSE,,,,0,48,,2,2017-02-18,2017-08-04,2013年8月来新，2015年7月第一次申请，2个月后秒拒。今年2月再次申请，等了5个半月，批了，来新刚好4年！条件：单身女，31岁，国内本科，英国硕士，递交申请时月薪约6.5K，后来换工作月薪7.8k。,1,1503564240000,1503564240000,c22199b8-de3c-4941-93b8-8ed8630d5c90,1
33,,,4,0,3400,,,,1,TRUE,FALSE,FALSE,1,6,科研工作,,,,,2017-08-16,,NTU PHD，答辩过了，但是degree还没有下来。全职学校的科研工作，3.4k。因为之前改过一次预约了这次就硬着头皮申了。准备当炮灰,0,1503423000000,1503423000000,2f83946d-1764-4448-b397-fa72180aad27,1
痴痴的等,,1,,,,,,1,1,FALSE,TRUE,FALSE,,,,,,,2,2017-02-11,,"申请pr 老公担保,已第二次申请等待快半年多了很是没消息。。",0,1503363900000,1503363900000,abcbfc97-0a80-40e5-a6a8-9f547f6f081d,1
卤蛋小曲蟮,,,,,,,,,1,FALSE,FALSE,FALSE,1,,,,6,,1,2017-01-14,2017-08-18,10年来坡 local poly+ uni 工作六个月申请 1.14-8.18 七个月批了 谢谢大家,1,1503377760000,1503377760000,c12808fe-9a51-4298-bfe6-5e1bfd7dbc78,1
12c,,,1,0,3000,0,,,1,TRUE,FALSE,FALSE,,,全职在家,5,12,,,2017-01-09,2017-08-15,父母都是PR，poly畢業，都在新超過10年。2015年本地出生，爸爸担保申請11个月被拒（爸爸自顾人士，媽媽全职在家），12月媽媽開始上班，找議員寫信遞交工作證明，appeal兩個月後還是悲劇。媽媽持續上班1年后重新媽媽擔保申請。月薪3000,1,1502750400000,1502750400000,9356eb08-a731-4ba6-9cd9-988c9458a61b,1
Dee27,,,,8,,,,,1,FALSE,FALSE,FALSE,,,,,18,,,2017-03-04,2017-08-08,Degree 在 UK 大学，在新加坡一年半,1,1502746200000,1502746200000,80d95c17-210d-45bc-9790-1e72c3771b96,1
HL,,,2,0,,,,,1,FALSE,FALSE,FALSE,,,,0,9,,,2016-11-01,2017-08-01,SM3学生持EP申请，历时9个月终于过了。希望大家都能pass。,1,1502738940000,1502738940000,9f537558-0008-4caa-ba3a-357ed6c9d53e,1
Hz,,,2,1,3200,1,,,1,FALSE,FALSE,FALSE,,5,现场工程师,,48,,1,2017-08-11,,国内本科 来新四年 建筑公司现场工程师 薪水3200 第一次申请求好运。,0,1502694960000,1502694960000,57ae21dc-1980-4228-aac4-1533f8f5874d,1
ww,,,,,,,,,1,FALSE,FALSE,FALSE,,,,1,12,,,2017-04-07,,"S Pass, 在新加坡一年",0,1502606340000,1502606340000,82673647-1ea3-405a-8919-5669855a7cf7,1
Ncceyou,,1,2,5,,,,0,1,FALSE,FALSE,FALSE,,,,1,24,,1,2017-05-12,,马来西亚女性国家大学毕业，来新2年，持有s pass 单身第一次申请，status 进行中,0,1502397360000,1502397360000,6953889a-be0e-41cf-9797-c5f7df39a6b0,1
CC,,,,,,5,,,3,FALSE,TRUE,TRUE,,,,1,,,,2017-01-13,,马来西亚人，一家3人一起申请，S Pass & WP + 1 yr old baby,0,1502389800000,1502389800000,f173a2b9-2d15-43bc-b605-e352f987dd25,1
DONGBABY,,,,,,,,,1,TRUE,TRUE,TRUE,,,,0,,,,2017-06-23,,老公新公民 本人EP 目前怀孕4个月 找了MP写信给ICA 希望能够加快速度拿到 加油,0,1502136660000,1502136660000,bde73af7-c1a0-4c00-bf2c-0ec0da718799,1
LSY,4,1,,,,5,,,1,FALSE,FALSE,FALSE,,,,1,48,,1,2016-12-10,,马来西亚女生 来新4年 第一份工作wp之后转换s pass 第一次申请 还在等待 希望有好消息。 更新: 准证10月到期，7月21号更新准证 27号updated ica by email，8月5号收到回复说有结果 8月7号检查已批准。历时8个月 。祝各位好运☺,1,1502091780000,1502091780000,b08bee53-44ed-460e-8b50-43aeb9616395,1
dingguagua,,,1,1,2500,0,,1,1,FALSE,FALSE,FALSE,,,,1,72,,2,2017-03-08,2017-08-05,来坡6年，BCAA diploma，SP，月薪2500+，第二次申请，老公是PR，结婚后一个月申请,1,1501881240000,1501881240000,cb4f1c02-6d1a-4b09-be83-3c5ecfddce8d,1
TTT,,,2,8,5000,1,,1,2,FALSE,TRUE,FALSE,,,销售经理,0,60,,3,2017-03-25,,"老公EP销售经理，韩国亚大毕业，本科来新5年薪水5K。 带老婆DP会计，刚拿到PART TIME英国本科，老婆来新已7年多。薪水3K+,无孩子,3rd time apply, good luck",0,1501788420000,1501788420000,1463db0d-4d9a-4bf1-a8ce-7ef5b1f58a60,1
PRme,,,2,0,,1,,,1,FALSE,FALSE,FALSE,1,,,0,,,1,2017-02-13,2017-07-20,第一次申请，EP，国内本科，本地PHD,2,1501835160000,1501835160000,8acebc0a-4cd7-4d8b-aa18-aafc1ccce168,1
Charlene,,,2,0,,,,,1,FALSE,FALSE,FALSE,,1,Admin,,6,,,2016-11-15,2017-08-01,"老公来新近13年,PR近10年,Real Estate agent,本人来新近5年,本地私立Degree,做Admin工半年",1,1501528740000,1501528740000,fc8fb405-b6be-4c0b-95f4-764c42ac2c68,1
MENG,15,,,,7000,0,,1,4,FALSE,TRUE,TRUE,1,16,MRT地铁车辆测试工程师,0,24,,,2017-04-29,2017-07-28,全家15年9月来新，不到两年，从事MRT地铁车辆测试工程师，月薪7k。老婆没有工作。大女儿今年在政府学校读p1，小女儿去年在新加坡出生。,2,1501379880000,1501379880000,8edca08d-f40e-441d-8003-b7e62fe97206,1
alpha,,1,2,1,4000,1,0,0,1,FALSE,FALSE,FALSE,,10,IT,0,36,,1,2017-07-12,,"国内211本科女，来新三年，未婚，IT业，EP, 薪水4k+, 首次申请",0,1501204020000,1501204020000,436febb5-03b0-439b-a6eb-31f33603c133,1
approved!,,,,,,0,,1,2,FALSE,TRUE,FALSE,,,,,,,,2017-03-01,2017-07-21,老公担保的，终于批了！谢天谢地,1,1501223160000,1501223160000,c7914b07-6cb7-4e3b-8061-b5379d39673d,1
goodluckeveryone,,,1,0,2600,,,,1,FALSE,FALSE,FALSE,,,,,120,,,2017-04-04,,新加坡本地中学 ITE（航空航天专业） MDIS 毕业。 来新10年，薪水2600. 等了快4个月了，保佑通过~,0,1501115220000,1501115220000,dd014406-3353-4f07-b87a-98c9663b5ab7,1
MIMI,,,2,1,7000,1,,,2,FALSE,TRUE,FALSE,,,,0,12,,,2017-05-22,,国内本科，来新加坡1年多，EP月薪7k+DP月薪5K，希望好运。,0,1501026480000,1501026480000,30ec721b-4e74-4480-b011-050c0b93723c,1
极品风海,,,,,,0,,1,3,FALSE,TRUE,TRUE,,,,,,,1,2016-05-20,2017-06-08,全家15年来新，16年申请，带老婆孩子一次性申请。一次性通过。总结想通过的心得是工资稳定、有孩子、老人无移民需求,1,1501007100000,1501007100000,876b246d-6803-4182-89b6-8ce8196109fe,1
洋葱,,1,3,0,,1,0,0,1,FALSE,FALSE,FALSE,,10,软件工程师,0,36,,2,2017-03-18,2017-07-18,来坡4年，独生未婚女，NTU硕士，软件工程师工作经验3年， 第二次申请被拒,2,1501038480000,1501038480000,3c9d3592-2861-465d-8f02-677d455d816d,1
喵,,,2,0,,,,,1,FALSE,FALSE,FALSE,,,,,7,,,2016-12-17,2017-07-22,sm系列，七个多月,1,1500960660000,1500960660000,62d5c2c4-7ede-470c-bbfc-4e68f7bd998a,1
HOPE,41,0,,,5000,,,1,3,TRUE,TRUE,TRUE,,,,,180,3,4,2014-12-28,2017-07-16,"男41歲,2008 9月來新工作,薪資5k,2009 及 2011單獨申請被拒,2012結婚,家庭薪資8k,2013,全家3人申請被拒,2014 12月底第四次申請,2015 11月被拒,2016 3月寫信上訴並更新薪資,2017 6月中旬 ICA來信要求最近半年的薪資跟過去3年稅單,2017 7月中旬狀態就批准了總共歷時31個月.",1,1500790260000,1500790260000,29f3624e-c4af-42da-b091-a96c715272bc,1
seuach,,,2,1,10000,1,,1,2,FALSE,TRUE,FALSE,2,,,,,,2,2015-11-21,2017-07-10,夫妻都是国内211/985本科，第一次申请三个月内秒拒，第二次申请等待近两年终于通过。家庭收入10K。祝还在等待的好运。,1,1500606060000,1500606060000,841408af-3884-4e81-8859-a8d7caf69d19,1
Ms Pang,31,1,2,5,3000,5,,,1,FALSE,FALSE,FALSE,0,,,0,107,,,2017-02-08,,马来西亚女，31岁，2014年11月来新，EP，薪水3000，马来西亚私立大学学士文凭，至今pending 5个月半。,0,1500508620000,1500508620000,0ca7d5db-a002-441b-a4ba-4c05741b06bc,1
Jass,,1,2,8,,5,,,1,FALSE,FALSE,FALSE,,,,0,6,,,2017-03-28,2017-06-27,馬來西亞人、女、poly diploma+英國degree、EP、工作六個月後申請PR,1,1500318300000,1500318300000,6b02c209-9a36-4e9c-b104-868a0c2c3b9f,1
slyoy,,,2,8,2400,1,0,,1,FALSE,FALSE,FALSE,,9,IT,,108,,2,2017-02-15,2017-07-10,"中国人，来新9年。三年前的时候已经做了三年护士，薪水 2000, pending 四个月被拒。被拒了马上换了工作，后来做和健康行业有关的IT工作，今年开始薪水 2400，这次申请pending 五个月现在又被拒了。身边做护士的朋友分别在申请 1次，2次，4次后拿到了。读的澳洲护理本科。",2,1500365940000,1500365940000,cb687cda-2501-4750-be02-2dc6ff77d33f,1
台灣人申請,,,,2,2500,2,,,1,FALSE,FALSE,FALSE,,,,1,60,,1,2017-07-15,2018-01-15,台灣籍 剛換工作6個月持SP 月薪2500 來新加坡5年 第一次申請,0,1500245160000,1500245160000,56ba7288-c816-449a-a0b6-47afec0cea8e,1
cs,,,2,1,,1,,1,3,FALSE,TRUE,TRUE,,,,,48,,,2015-04-01,2015-08-01,来新4年，夫妻两带一孩子，都是国内本科的，估计没希望，不过反正不要钱。,2,1499819160000,1499819160000,a43b2006-2c99-42e3-bda6-9fe9e4ca0de9,1
PPPP,,,1,,2000,,,,1,FALSE,FALSE,FALSE,,,,,,,,2017-01-12,2017-07-10,小学 中学 poly 毕业工作 工资2000,1,1499731680000,1499731680000,5f225334-72e9-41a4-b237-c319864c0d3b,1
dawn,,1,2,1,5500,1,,1,1,FALSE,TRUE,FALSE,,,公司老板,0,72,,3,2016-10-22,,女，国内重点大学毕业，来新6年，月薪5500，ep，公司老板推荐信， 已婚，老公是PR，月薪8500. 第三次申请,0,1499636940000,1499636940000,2cbc1f14-019a-48d8-b8e9-539b7edefad7,1
Afn,,,,,4000,,,,1,FALSE,FALSE,FALSE,,,,1,96,,3,2017-06-17,,"SP, 月薪4000，工作8年。第三次申请。",0,1499659080000,1499659080000,9e3c9201-630a-4dac-ab99-bf7f4d4b294f,1
littledevil,,,2,1,10000,1,,,2,FALSE,FALSE,FALSE,,,,0,24,,,2016-06-27,2017-07-09,两人申请，国内大学毕业，EP月薪8K+DP月薪2K，来新两年,1,1499567700000,1499567700000,bfc06910-6b98-4d50-9453-81e029fc1aa3,1
BB,,1,,,2200,1,,1,2,FALSE,TRUE,FALSE,,,,3,196,,5,2017-02-15,,"这一次 第二次 老公帮我申请 现在拿 ltvp 薪水 2.2K 以前有四次自己申请 都被 reject，中间 有一次是老公是主申请人。还有申请过两次long term visit pass 都没下来。08年来新 ，薪水 2500 现在的 SPass 下个月到期 。。。。。公司没有 renew 不知会怎样。。。。。。 20 Mar 2016 发Email 问 ICA, 22 Mar 2016 上网查发现Reject",0,1499360700000,1499360700000,01b079c1-611e-40d6-84cd-d8b6d29232be,1
beizhengzsf,,,4,0,4500,1,,,1,FALSE,TRUE,FALSE,,6,NTU RF,0,8,,1,2016-12-08,2017-07-03,"申请dependent PR，加拿大PhD, NTU RF, EP 薪水basic 4.5K，工作8个月，第一次申请",1,1499039880000,1499039880000,ad21dbc0-f316-4dcc-9ce3-8970c565995e,1
duo,29,1,3,0,5000,1,,0,1,TRUE,FALSE,FALSE,,,机械工程专业,0,72,,,2016-11-23,2017-06-20,女， 29岁， 独生女，未婚，来新6年多，NTU硕士，机械工程专业，工作5年， 更新新工作和薪水状态5000上诉中tag:上诉中,0,1499025180000,1499025180000,7483efff-a83f-4a51-a906-8e68b3433c65,1
,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2016-11-25,,中间自己补过薪水单和信件，好漫长的等待。 。。。。。希望别reject我啊！,0,1499017020000,1499017020000,418d1d84-ed89-4999-b754-41ea258451af,1
piwaldo,,,4,0,4600,1,,,3,FALSE,TRUE,TRUE,,,,0,117,,1,2017-04-21,,"NTU 博后，14年1月来坡，第一次申请（太太DP, 小孩DP, 小一），月薪 4.6k",0,1498078380000,1498078380000,a110ee44-fdca-40ad-acaa-369236034328,1
Zzzzzz,,,3,8,7500,8,,1,3,FALSE,TRUE,TRUE,,,,0,96,,8,2017-01-04,2017-06-20,EP+DP孩子，海外master，来新8年多，月薪7.5，申请8次，全部悲剧 老婆SP，全家一起申请和分开申请一个结果。,0,1497989580000,1497989580000,13fc50de-5b9a-400e-9f83-f3c55cf652d1,1
Ella,36,0,3,0,7500,1,0,1,4,FALSE,TRUE,TRUE,,15,不明,0,144,12,4,2016-10-21,2017-05-31,丈夫主申请人，妻子全职太太，儿子3岁，女儿1岁，均新加坡出生，去年10月申请，今年5月底全家获批，此前3次申请悲剧。说说基本情况，丈夫，36岁，EP，月收入7500+，本科毕业后在国内工作了几年，2010年来新加坡国大念硕士，2011年毕业后工作。妻子2013年辞职来新，同年第一次申请悲剧，2014年第一个孩子出生，同年第二次申请悲剧，2015年第三次申请悲剧，2016年第二个孩子出生，同年10月第四次申请，也准备是最后一次申请，做好了悲剧就回国或去其他地方的准备，今年5月底通过。感觉度过了PR申请最黑暗的时期，现在好像开始放松了，但愿后来者更幸运。,1,1497392640000,1497392640000,66611976-2c3d-471c-aa15-5de30b928383,1
Xixi,,,2,0,,,,,1,FALSE,FALSE,FALSE,1,,,0,6,,1,2017-01-04,,SM 系列奖学金本科毕业。EP6个月。之前无工作经历。,0,1496778000000,1496778000000,86338d0b-0519-44ce-b2d1-bd9800e45d97,1
lavender,,1,1,5,1900,5,,,1,FALSE,FALSE,FALSE,,9,私人医院上班,1,8,,,2016-11-15,2017-06-04,"马来西亚女生, poly毕业, 薪水gross 1.9k-2k, s pass, 工作8个月申请, 私人医院上班, 保佑保佑! 6个月半拿到pr!!好开心！感觉不是看薪水",1,1496811240000,1496811240000,f17a2836-c8b0-4afa-be40-6ea12089db7d,1
goodlucktoyouall,,1,2,0,,0,,0,1,FALSE,FALSE,FALSE,,14,媒体行业,0,96,,1,2017-01-12,2017-06-01,来新8年，本地JC+公立本科，单身女性，媒体行业，EP。首次申请。,1,1496636160000,1496636160000,bbc30b86-6067-4395-838a-2821e99421c4,1
di,26,0,3,0,4000,1,0,0,1,FALSE,FALSE,FALSE,,13,工程师,0,24,0,1,2016-08-16,2016-11-02,大陆985本科。新加坡Msc。 工作两年申请。工程师。月薪4000多一点点。老板推荐信。26男未婚。 三个月不到秒拒。在我意料中。 身边好多类似的case。。。,2,1496378400000,1496378400000,c44a4bb4-5946-4269-a7ba-33b38b34cdcb,1
wooowo,18,1,2,8,3000,1,0,0,1,FALSE,FALSE,FALSE,,15,会计,1,7,,,2016-05-09,2017-05-30,"女，05年来新，政府中学3年，Poly3年，UK本科3年（有去MOE交担保金推迟TG Bond），15年本科毕业回新工作。S-Pass，大公司，会计，Basic 2k3, Gross 2k6，工作近7个月申请。之后主动发邮件更新薪资，Basic 2K8，Gross 3K。17年5月22号收到ICA邮件更新父母信息，父亲政府单位，如实填写，23号回复ICA，一周后5月30号，PR批准。一共历时12个月零2周。",1,1496378100000,1496378100000,9e632668-6dd6-4c05-87e3-6b8f19d00059,1
飘,,,2,0,4000,1,,,2,FALSE,TRUE,FALSE,,,,0,120,,,2016-04-27,2017-05-30,NUS本科，来新十年，EP月薪3K.中间加薪到4K并更新。4月份ICA发信问是否带妻子一起后把妻子加入，一个月后批准,1,1496291520000,1496291520000,aaae67e6-53ad-4b71-8ca8-218852504e30,1
pqzm,33,,2,0,,1,,,1,FALSE,FALSE,FALSE,,,,,,,,2017-12-20,2017-04-20,ntu bachelor class of 2016,1,1496193900000,1496193900000,a7220019-8631-4471-8811-d5699288ed69,1
